what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.github.ui,1.0.0.201106220257-r,"org.eclipse.mylyn.github.ui",1316599781765
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1316599781765
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui",1316599781765
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1316599781765
os,sysinfo,,,"win32",1316599781765
arch,sysinfo,,,"x86",1316599781765
ws,sysinfo,,,"win32",1316599781765
locale,sysinfo,,,"en_US",1316599781765
processors,sysinfo,,,"2",1316599781765
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316599781765
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1316599781765
java.specification.name,sysinfo,,,"Java Platform API Specification",1316599781765
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316599781765
java.specification.version,sysinfo,,,"1.6",1316599781765
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1316599781765
java.version,sysinfo,,,"1.6.0_26",1316599781765
java.vm.info,sysinfo,,,"mixed mode, sharing",1316599781765
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1316599781765
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316599781765
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316599781765
java.vm.specification.version,sysinfo,,,"1.0",1316599781765
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1316599781765
java.vm.version,sysinfo,,,"20.1-b02",1316599781765
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1316599781812
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1316599781828
started,bundle,com.google.gdt.eclipse.suite,2.3.3.r36v201107211953,"com.google.gdt.eclipse.suite",1316599782500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316599783718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316599787343
