what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322301061031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322301061109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302112734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302118625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302118687
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302123156
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302125156
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302125156
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302125171
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302125187
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1322302125203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302138859
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1322302167156
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1322302167156
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1322302167156
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1322302167390
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.502.v201105180500,"org.eclipse.jst.j2ee.ejb",1322302197671
started,bundle,org.eclipse.jst.j2ee.jca,1.1.400.v201005270700,"org.eclipse.jst.j2ee.jca",1322302197687
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1322302197687
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1322302197703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302204578
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.J2EEPerspective",1322302204671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1322302204812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302218140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302220609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1322302220625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302223359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302248312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.customizePerspective",1322302248328
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322302262296
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302265296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322302277703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322302282531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302302000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302318937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1322302318953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322302329593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322302331656
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302333406
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302333468
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1322302338750
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1322302343046
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1322302344421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302351078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302351093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302351171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302359187
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302363640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302374062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302378562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302380406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302380421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302380484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302388609
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302391234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322302393000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302397812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302408484
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322302408531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322302417718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322302419000
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322302421875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322302428890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322302429500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322302432218
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302441125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322302449359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322302455015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302466875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302477234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1322302477265
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302477359
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302477421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302481828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302481843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302481906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302601296
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302604703
opened,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302605109
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302605156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322302609125
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1322302609343
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1322302609406
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302609921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322302611343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322302612390
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302613781
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302613781
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302615000
closed,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1322302615000
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302616531
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1322302616531
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322302619359
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1322302619562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302625687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302643375
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1322302645671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322302648921
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PropertiesFileEditor",1322302656296
